id,time_of_day
364120,Early Morning
364121,Early Morning
364122,Midday
364123,Midday
364124,Evening
364125,Midday
364126,Morning
364127,Morning
364128,Morning
364129,Morning
364130,Morning
364131,Midday
364132,Midday
364133,Afternoon
364134,Early Morning
364135,Early Morning
364136,Midday
364137,Midday
364138,Night
364139,Evening
364140,Early Morning
364141,Early Morning
364142,Afternoon
364143,Afternoon
364144,Evening
364145,Afternoon
364146,Midday
364147,Early Morning
364148,Midday
364149,Midday
364150,Evening
364151,Midday
364152,Midday
364153,Midday
364154,Afternoon
364155,Night
364156,Evening
364157,Afternoon
364158,Afternoon
364159,Afternoon
364160,Afternoon
364161,Midday
364162,Evening
364163,Evening
364164,Evening
364165,Night
364166,Afternoon
364167,Midday
364168,Afternoon
352944,Early Morning
352945,Midday
352946,Midday
352947,Midday
352948,Midday
352949,Morning
352950,Midday
352951,Afternoon
352952,Midday
352953,Afternoon
352954,Afternoon
352955,Early Morning
352956,Midday
352957,Afternoon
352958,Midday
352959,Afternoon
352960,Afternoon
352961,Midday
352962,Afternoon
352963,Afternoon
352964,Afternoon
352965,Evening
352966,Evening
352967,Evening
352968,Evening
352969,Morning
352970,Midday
352971,Evening
352972,Night
352973,Night
352974,Afternoon
352975,Evening
352976,Night
352977,Night
352978,Night
352979,Early Morning
352980,Night
352981,Evening
352982,Early Morning
352983,Early Morning
352984,Early Morning
352985,Early Morning
352986,Midday
352987,Early Morning
352988,Evening
352989,Early Morning
352990,Midday
352991,Early Morning
352992,Early Morning
352993,Early Morning
352994,Midday
352995,Early Morning
352996,Early Morning
352997,Morning
352998,Early Morning
352999,Morning
353000,Midday
353001,Early Morning
357727,Evening
357728,Evening
357729,Evening
357730,Afternoon
357731,Evening
357732,Evening
357733,Evening
357734,Evening
357735,Night
357736,Night
357737,Evening
357738,Midday
357739,Night
357740,Midday
357741,Night
357742,Night
357743,Night
357744,Night
357745,Early Morning
357746,Morning
357747,Night
357748,Night
357749,Morning
357750,Evening
357751,Early Morning
357752,Early Morning
357753,Early Morning
357754,Early Morning
357755,Early Morning
357756,Early Morning
357757,Early Morning
357758,Early Morning
357759,Midday
357760,Morning
357761,Early Morning
357762,Morning
357763,Morning
357764,Afternoon
357765,Morning
357766,Evening
357767,Early Morning
357768,Midday
357769,Afternoon
357770,Early Morning
357771,Early Morning
357772,Morning
357773,Morning
357774,Early Morning
357775,Midday
357776,Morning
357777,Morning
357778,Morning
357779,Early Morning
357780,Morning
357781,Midday
357782,Midday
357783,Night
360046,Early Morning
360047,Night
360048,Early Morning
360049,Morning
360050,Early Morning
360051,Morning
360052,Early Morning
360053,Morning
360054,Morning
360055,Midday
360056,Evening
360057,Early Morning
360058,Midday
360059,Midday
360060,Midday
360061,Midday
360062,Early Morning
360063,Morning
360064,Midday
360065,Midday
360066,Afternoon
360067,Midday
360068,Morning
360069,Afternoon
360070,Midday
360071,Midday
360072,Evening
360073,Midday
360074,Night
360075,Midday
360076,Evening
360077,Night
360078,Afternoon
360079,Afternoon
360080,Night
360081,Night
360082,Evening
360083,Evening
360084,Midday
360085,Night
360086,Night
360087,Night
360088,Evening
360089,Early Morning
360090,Night
360091,Night
360092,Night
360093,Evening
360094,Morning
360095,Midday
360096,Morning
360097,Early Morning
360098,Early Morning
360099,Early Morning
360100,Early Morning
360101,Morning
734150,Afternoon
734151,Afternoon
734152,Midday
734153,Midday
734154,Evening
734155,Afternoon
734156,Morning
734157,Midday
734158,Early Morning
734159,Midday
734160,Afternoon
734161,Evening
734162,Evening
734163,Afternoon
734164,Afternoon
734165,Afternoon
734166,Afternoon
734167,Midday
734168,Afternoon
734169,Evening
734170,Early Morning
734171,Evening
734172,Afternoon
734173,Afternoon
734174,Afternoon
734175,Evening
734176,Early Morning
734177,Afternoon
734178,Evening
734179,Evening
734180,Midday
734181,Midday
734182,Midday
734183,Afternoon
734184,Early Morning
734185,Afternoon
734186,Night
734187,Early Morning
734188,Midday
734189,Early Morning
734190,Early Morning
734191,Early Morning
734192,Evening
734193,Early Morning
734194,Morning
734195,Midday
734196,Morning
734197,Morning
734198,Early Morning
734199,Afternoon
734200,Morning
734201,Evening
734202,Afternoon
734203,Early Morning
734204,Afternoon
734205,Midday
734206,Night
357784,Evening
357785,Midday
736411,Early Morning
736412,Midday
736413,Early Morning
736414,Midday
736415,Afternoon
736416,Evening
736417,Afternoon
736418,Evening
736419,Afternoon
736420,Afternoon
736421,Evening
736422,Midday
736423,Midday
736424,Midday
736425,Midday
736426,Afternoon
736427,Evening
736428,Evening
736429,Afternoon
736430,Night
736431,Evening
736432,Evening
736433,Evening
736434,Evening
736435,Night
736436,Night
736437,Evening
736438,Early Morning
736439,Night
736440,Evening
736441,Early Morning
736442,Afternoon
736443,Morning
736444,Early Morning
736445,Early Morning
736446,Early Morning
736447,Early Morning
736448,Morning
736449,Evening
736450,Early Morning
736451,Afternoon
736452,Afternoon
736453,Night
736454,Morning
736455,Early Morning
736456,Midday
736457,Early Morning
736458,Early Morning
736459,Morning
736460,Morning
736461,Morning
736462,Early Morning
736463,Morning
736464,Evening
729803,Early Morning
729804,Evening
729805,Afternoon
729806,Night
729807,Morning
729808,Evening
729809,Evening
729810,Afternoon
729811,Evening
729812,Early Morning
729813,Evening
729814,Morning
729815,Evening
729816,Evening
729817,Morning
729818,Midday
729819,Evening
729820,Night
729821,Midday
729822,Evening
729823,Night
729824,Early Morning
729825,Night
729826,Afternoon
729827,Early Morning
729828,Evening
729829,Midday
729830,Afternoon
729831,Early Morning
729832,Midday
729833,Morning
729834,Midday
729835,Morning
729836,Early Morning
729837,Morning
729838,Early Morning
729839,Early Morning
729840,Evening
729841,Afternoon
729842,Early Morning
729843,Morning
729844,Midday
729845,Early Morning
729846,Morning
729847,Early Morning
729848,Early Morning
729849,Midday
729850,Morning
729851,Morning
729852,Morning
729853,Early Morning
729854,Morning
729855,Morning
729856,Midday
729857,Midday
729858,Morning
729859,Early Morning
729860,Night
369147,Midday
369148,Afternoon
369149,Midday
369150,Midday
369151,Evening
369152,Afternoon
369153,Midday
369154,Night
369155,Evening
369156,Evening
369157,Early Morning
369158,Early Morning
369159,Midday
369160,Evening
369161,Night
369162,Afternoon
369163,Night
369164,Afternoon
369165,Evening
369166,Evening
369167,Night
369168,Night
369169,Early Morning
369170,Early Morning
369171,Night
369172,Early Morning
369173,Night
369174,Early Morning
369175,Night
369176,Early Morning
369177,Evening
369178,Early Morning
369179,Night
369180,Early Morning
369181,Early Morning
369182,Early Morning
369183,Early Morning
369184,Early Morning
369185,Morning
369186,Early Morning
369187,Early Morning
369188,Evening
369189,Early Morning
369190,Afternoon
369191,Night
369192,Early Morning
369193,Morning
369194,Midday
369195,Morning
369196,Midday
369197,Early Morning
369198,Midday
369199,Midday
369200,Morning
369201,Midday
369202,Midday
370389,Midday
370390,Midday
370391,Midday
370392,Afternoon
370393,Evening
370394,Evening
370395,Evening
370396,Night
370397,Evening
370398,Night
370399,Night
370400,Night
370401,Night
370402,Evening
370403,Midday
370404,Afternoon
370405,Morning
370406,Morning
370407,Midday
370408,Midday
370409,Midday
370410,Midday
370411,Early Morning
370412,Night
370413,Night
370414,Midday
370415,Midday
370416,Midday
370417,Midday
370418,Evening
370419,Evening
370420,Afternoon
370421,Night
370422,Evening
370423,Night
370424,Night
370425,Night
370426,Night
370427,Night
370428,Early Morning
370429,Early Morning
370430,Afternoon
370431,Morning
370432,Morning
370433,Early Morning
370434,Afternoon
370435,Morning
370436,Midday
370437,Midday
370438,Midday
370439,Morning
370440,Midday
370441,Midday
370442,Midday
370443,Night
370444,Midday
370445,Morning
727533,Night
727534,Afternoon
727535,Night
727536,Early Morning
727537,Early Morning
727538,Evening
727539,Night
727540,Early Morning
727541,Early Morning
727542,Early Morning
727543,Night
727544,Night
727545,Night
727546,Night
727547,Early Morning
727548,Night
727549,Night
727550,Night
727551,Midday
727552,Midday
727553,Night
727554,Evening
727555,Early Morning
727556,Early Morning
727557,Afternoon
727558,Early Morning
727559,Morning
727560,Morning
727561,Midday
727562,Morning
727563,Morning
727564,Evening
727565,Morning
727566,Midday
727567,Evening
727568,Midday
727569,Midday
727570,Midday
727571,Morning
727572,Midday
727573,Early Morning
727574,Midday
727575,Afternoon
727576,Afternoon
727577,Midday
727578,Midday
727579,Midday
727580,Afternoon
727581,Night
727582,Afternoon
727583,Midday
727584,Midday
727585,Midday
727586,Evening
727587,Midday
727588,Afternoon
722141,Afternoon
722142,Midday
722143,Evening
722144,Evening
722145,Evening
722146,Afternoon
722147,Afternoon
722148,Night
722149,Night
722150,Morning
722151,Night
722152,Night
722153,Evening
722154,Early Morning
722155,Night
722156,Early Morning
722157,Early Morning
722158,Midday
722159,Early Morning
722160,Early Morning
722161,Morning
722162,Midday
722163,Early Morning
722164,Early Morning
722165,Midday
722166,Morning
722167,Midday
722168,Early Morning
722169,Night
722170,Early Morning
722171,Early Morning
722172,Morning
722173,Early Morning
722174,Evening
722175,Evening
722176,Early Morning
722177,Morning
722178,Morning
722179,Morning
722180,Early Morning
722181,Midday
722182,Morning
722183,Morning
722184,Morning
722185,Night
722186,Midday
722187,Night
722188,Midday
722189,Midday
722190,Early Morning
722191,Midday
722192,Morning
722193,Midday
722194,Midday
722195,Morning
722196,Morning
718684,Early Morning
718685,Morning
718686,Night
718687,Early Morning
718688,Night
718689,Midday
718690,Evening
718691,Midday
718692,Afternoon
718693,Evening
718694,Afternoon
718695,Night
718696,Midday
718697,Midday
718698,Midday
718699,Afternoon
718700,Midday
718701,Midday
718702,Afternoon
718703,Midday
718704,Morning
718705,Afternoon
718706,Evening
718707,Afternoon
718708,Midday
718709,Midday
718710,Evening
718711,Afternoon
718712,Midday
718713,Night
718714,Evening
718715,Evening
718716,Early Morning
718717,Night
718718,Evening
718719,Night
718720,Night
718721,Early Morning
718722,Morning
718723,Night
718724,Early Morning
718725,Early Morning
718726,Night
718727,Early Morning
718728,Morning
718729,Midday
718730,Evening
718731,Early Morning
718732,Early Morning
718733,Early Morning
718734,Early Morning
718735,Morning
718736,Afternoon
718737,Night
718738,Early Morning
718739,Midday
718740,Afternoon
731901,Midday
731902,Midday
731903,Midday
731904,Evening
731905,Midday
731906,Afternoon
731907,Afternoon
731908,Evening
731909,Evening
731910,Midday
731911,Evening
731912,Afternoon
731913,Evening
731914,Afternoon
731915,Evening
731916,Early Morning
731917,Night
731918,Night
731919,Evening
731920,Night
731921,Afternoon
731922,Night
731923,Afternoon
731924,Evening
731925,Evening
731926,Afternoon
731927,Night
731928,Afternoon
731929,Night
731930,Morning
731931,Midday
731932,Night
731933,Night
731934,Night
731935,Night
731936,Early Morning
731937,Early Morning
731938,Early Morning
731939,Midday
731940,Early Morning
731941,Midday
731942,Early Morning
731943,Early Morning
731944,Early Morning
731945,Morning
731946,Morning
731947,Morning
731948,Night
731949,Early Morning
731950,Morning
731951,Midday
731952,Morning
731953,Morning
731954,Morning
731955,Morning
353002,Early Morning
353003,Morning
353004,Morning
353005,Morning
353006,Midday
353007,Midday
353008,Afternoon
353009,Morning
353010,Midday
353011,Midday
353012,Midday
353013,Morning
353014,Morning
353015,Night
353016,Early Morning
353017,Midday
353018,Midday
353019,Morning
353020,Midday
353021,Midday
353022,Morning
353023,Early Morning
353024,Midday
353025,Afternoon
353026,Midday
353027,Night
353028,Afternoon
353029,Early Morning
353030,Afternoon
353031,Early Morning
353032,Midday
353033,Midday
353034,Afternoon
353035,Afternoon
353036,Evening
353037,Evening
353038,Evening
353039,Evening
353040,Evening
353041,Night
353042,Night
353043,Early Morning
353044,Evening
353045,Morning
353046,Afternoon
353047,Evening
353048,Night
353049,Night
353050,Night
353051,Afternoon
353052,Night
353053,Night
353054,Night
353055,Night
353056,Night
353057,Early Morning
353058,Night
360102,Midday
360103,Morning
360104,Early Morning
360105,Early Morning
360106,Midday
360107,Early Morning
360108,Early Morning
360109,Midday
360110,Afternoon
360111,Midday
360112,Night
360113,Early Morning
360114,Morning
360115,Early Morning
360116,Midday
360117,Midday
360118,Midday
360119,Morning
360120,Early Morning
360121,Morning
360122,Midday
360123,Midday
360124,Evening
360125,Night
360126,Midday
360127,Midday
360128,Midday
360129,Afternoon
360130,Evening
360131,Midday
360132,Midday
360133,Midday
360134,Evening
360135,Midday
360136,Afternoon
360137,Early Morning
360138,Afternoon
360139,Afternoon
360140,Afternoon
360141,Afternoon
360142,Afternoon
360143,Night
360144,Afternoon
360145,Evening
360146,Evening
360147,Evening
360148,Afternoon
360149,Night
360150,Night
360151,Night
360152,Evening
360153,Night
360154,Night
360155,Night
360156,Early Morning
360157,Early Morning
360158,Early Morning
729861,Morning
729862,Evening
729863,Midday
729864,Early Morning
729865,Midday
729866,Midday
729867,Evening
729868,Morning
729869,Midday
729870,Afternoon
729871,Morning
729872,Morning
729873,Morning
729874,Afternoon
729875,Afternoon
729876,Afternoon
729877,Afternoon
729878,Midday
729879,Midday
729880,Night
729881,Early Morning
729882,Night
729883,Evening
729884,Early Morning
729885,Evening
729886,Evening
729887,Night
729888,Midday
729889,Night
729890,Night
729891,Midday
729892,Evening
729893,Night
729894,Night
729895,Early Morning
729896,Early Morning
729897,Night
729898,Early Morning
729899,Morning
729900,Afternoon
729901,Early Morning
729902,Early Morning
729903,Early Morning
729904,Evening
729905,Early Morning
729906,Early Morning
729907,Morning
729908,Morning
729909,Morning
729910,Early Morning
729911,Morning
729912,Early Morning
729913,Night
729914,Morning
729915,Morning
729916,Evening
729917,Night
369203,Evening
369204,Midday
369205,Midday
369206,Morning
369207,Midday
369208,Midday
369209,Midday
369210,Early Morning
369211,Evening
369212,Early Morning
369213,Midday
369214,Afternoon
369215,Afternoon
369216,Afternoon
369217,Afternoon
369218,Midday
369219,Midday
369220,Evening
369221,Midday
369222,Afternoon
369223,Midday
369224,Night
369225,Night
369226,Midday
369227,Night
369228,Night
369229,Afternoon
369230,Midday
369231,Early Morning
369232,Midday
369233,Night
369234,Night
369235,Early Morning
369236,Early Morning
369237,Early Morning
369238,Morning
369239,Afternoon
369240,Morning
369241,Morning
369242,Morning
369243,Morning
369244,Midday
369245,Afternoon
369246,Morning
369247,Night
369248,Morning
369249,Midday
369250,Morning
369251,Early Morning
369252,Evening
369253,Midday
369254,Midday
369255,Midday
369256,Midday
369257,Midday
369258,Afternoon
369259,Morning
734207,Night
734208,Midday
734209,Early Morning
734210,Midday
